ID,Player,Team,Position,Price,Total Points,Game Week
"3Gwilliam,T","Gwilliam,T",BRI,HK,2000000,0,3
"3Gulley,L","Gulley,L",EXE,HK,2000000,0,3
"3Norey,M","Norey,M",EXE,HK,2000000,0,3
"3Freeman Price,K","Freeman Price,K",GLO,HK,2000000,0,3
"3Longstaff,A","Longstaff,A",SAL,HK,2000000,0,3
"3McElroy,T","McElroy,T",SAL,HK,2000000,0,3
"3Coles,A","Coles,A",NOR,LK,4600000,34,3
"3Batley,J","Batley,J",BRI,LK,3900000,34,3
"3Tizard,H","Tizard,H",SAR,LK,3400000,33.5,3
"3Bamber,B","Bamber,B",SAL,LK,2300000,32,3
"3Andrews,H","Andrews,H",SAL,LK,2300000,30,3
"3Richards,E","Richards,E",BAT,LK,2000000,28,3
"3Isiekwe,N","Isiekwe,N",SAR,LK,3500000,26,3
"3Jordan,C","Jordan,C",GLO,LK,2200000,26,3
"3van der Mescht,J","van der Mescht,J",NOR,LK,2700000,25,3
"3Dun,J","Dun,J",BRI,LK,2000000,22,3
"3Owen,J","Owen,J",BRI,LK,2000000,21.5,3
"3Wilson,H","Wilson,H",SAR,LK,2200000,20.5,3
"3Molony,R","Molony,R",BAT,LK,2500000,20,3
"3Sodeke,O","Sodeke,O",SAR,LK,2000000,20,3
"3Alemanno,M","Alemanno,M",GLO,LK,2000000,19.5,3
"3Zambonin,A","Zambonin,A",EXE,LK,3000000,19.5,3
"3Thomas,F","Thomas,F",GLO,LK,2300000,18.5,3
"3Jenkins,D","Jenkins,D",EXE,LK,3700000,18,3
"3Lee-Warner,F","Lee-Warner,F",NEW,LK,2000000,17,3
"3Burrow,T","Burrow,T",SAL,LK,2000000,16,3
"3Green,J","Green,J",HAR,LK,2000000,16,3
"3Treadwell,K","Treadwell,K",HAR,LK,2000000,15.5,3
"3Chessum,O","Chessum,O",LEI,LK,5100000,15,3
"3Petti,G","Petti,G",HAR,LK,3000000,13,3
"3Rubiolo,P","Rubiolo,P",BRI,LK,2500000,13,3
"3Pearson,L","Pearson,L",EXE,LK,2000000,12.5,3
"3Clarke,F","Clarke,F",NEW,LK,2000000,12,3
"3Hodgson,J","Hodgson,J",NEW,LK,2000000,12,3
"3Bokenham,H","Bokenham,H",GLO,LK,2000000,12,3
"3Roux,Q","Roux,Q",BAT,LK,2900000,11,3
"3Prowse,E","Prowse,E",NOR,LK,1200000,10,3
"3Ewels,C","Ewels,C",BAT,LK,3000000,10,3
"3Henderson,C","Henderson,C",LEI,LK,1800000,10,3
"3Tuima,R","Tuima,R",EXE,LK,2000000,9.5,3
"3Lockett,T","Lockett,T",NOR,LK,2500000,9,3
"3Usher,O","Usher,O",NEW,LK,2000000,8.5,3
"3Wells,H","Wells,H",LEI,LK,2000000,7,3
"3Tshiunza,C","Tshiunza,C",EXE,LK,1900000,5,3
"3Clark,A","Clark,A",GLO,LK,1800000,4.5,3
"3Thompson,J","Thompson,J",LEI,LK,2000000,4.5,3
"3Itoje,M","Itoje,M",SAR,LK,5100000,0,3
"3McFarland,T","McFarland,T",SAR,LK,3000000,0,3
"3Launchbury,J","Launchbury,J",HAR,LK,2000000,0,3
"3Martin,G","Martin,G",LEI,LK,3500000,0,3
"3Chessum,L","Chessum,L",LEI,LK,2000000,0,3
"3Baker,F","Baker,F",NEW,LK,2000000,0,3
"3de Chaves,S","de Chaves,S",NEW,LK,2000000,0,3
"3Munga,C","Munga,C",NOR,LK,3000000,0,3
"3Bailey,J","Bailey,J",EXE,LK,2000000,0,3
"3Bell,A","Bell,A",EXE,LK,2000000,0,3
"3Dingley,J","Dingley,J",BAT,LK,2000000,0,3
"3Graham,M","Graham,M",BAT,LK,2000000,0,3
"3Jeanes,W","Jeanes,W",BAT,LK,2000000,0,3
"3Barker,S","Barker,S",BRI,LK,2000000,0,3
"3Pearce,P","Pearce,P",BRI,LK,2000000,0,3
"3Taylor,G","Taylor,G",BRI,LK,2000000,0,3
"3Eite,D","Eite,D",GLO,LK,2000000,0,3
"3Browne,H","Browne,H",HAR,LK,2000000,0,3
"3Jurevicius,M","Jurevicius,M",HAR,LK,2000000,0,3
"3Lewies,S","Lewies,S",HAR,LK,2000000,0,3
"3Carmichael,R","Carmichael,R",LEI,LK,2000000,0,3
"3Manz,T","Manz,T",LEI,LK,2000000,0,3
"3Cardall,T","Cardall,T",NEW,LK,2000000,0,3
"3Hawkins,J","Hawkins,J",NEW,LK,2000000,0,3
"3Scott,Ad","Scott,Ad",NEW,LK,2000000,0,3
"3Atuanya,E","Atuanya,E",NOR,LK,2000000,0,3
"3Birch,R","Birch,R",SAL,LK,2000000,0,3
"3Roets,L","Roets,L",SAL,LK,2000000,0,3
"3Willis,T","Willis,T",SAR,LF,8600000,63.5,3
"3Vintcent,R","Vintcent,R",EXE,LF,4000000,49,3
"3Chick,C","Chick,C",NOR,LF,5100000,47,3
"3Pearson,T","Pearson,T",NOR,LF,6700000,45.5,3
"3Evans,W","Evans,W",HAR,LF,4500000,41.5,3
"3Onyeama-Christie,A","Onyeama-Christie,A",SAR,LF,5400000,41.5,3
"3Kenningham,J","Kenningham,J",HAR,LF,4100000,41,3
"3Reid,M","Reid,M",BAT,LF,4500000,37,3
"3Dugdale,S","Dugdale,S",SAL,LF,4200000,37,3
"3Mata,V","Mata,V",BRI,LF,6100000,34.5,3
"3Dombrandt,A","Dombrandt,A",HAR,LF,7000000,34,3
"3Harding,F","Harding,F",BRI,LF,6000000,30,3
"3Fisilau,G","Fisilau,G",EXE,LF,4000000,29.5,3
"3Lelei Mafi,A","Lelei Mafi,A",NEW,LF,3700000,28.5,3
"3Underhill,S","Underhill,S",BAT,LF,7600000,28,3
"3van Rhyn,E","van Rhyn,E",SAL,LF,4000000,27.5,3
"3Venter,J","Venter,J",GLO,LF,4000000,26.5,3
"3Bayliss,J","Bayliss,J",BAT,LF,4100000,25.5,3
"3Pepper,G","Pepper,G",BAT,LF,6700000,23.5,3
"3Cunningham-South,C","Cunningham-South,C",HAR,LF,7100000,23,3
"3Ilione,E","Ilione,E",LEI,LF,4500000,23,3
"3Grondona,B","Grondona,B",BRI,LF,3000000,22.5,3
"3Woodman,T","Woodman,T",SAL,LF,3100000,19.5,3
"3Scott-Young,A","Scott-Young,A",NOR,LF,3400000,19.5,3
"3Gordon,T","Gordon,T",NEW,LF,4000000,19.5,3
"3Roots,E","Roots,E",EXE,LF,4000000,18.5,3
"3Curry,B","Curry,B",SAL,LF,6600000,18,3
"3Luatua,S","Luatua,S",BRI,LF,3900000,18,3
"3Moro,J","Moro,J",LEI,LF,3000000,17,3
"3Cracknell,O","Cracknell,O",LEI,LF,5400000,16,3
"3Mann,J","Mann,J",GLO,LF,3500000,15,3
"3Carr,Z","Carr,Z",HAR,LF,3000000,14,3
"3Earl,B","Earl,B",SAR,LF,8100000,13,3
"3James,K","James,K",EXE,LF,3000000,13,3
"3Basham,J","Basham,J",GLO,LF,3000000,12,3
"3Neild,C","Neild,C",NEW,LF,3000000,11.5,3
"3Reffell,T","Reffell,T",LEI,LF,4100000,11,3
"3Barbeary,A","Barbeary,A",BAT,LF,6500000,11,3
"3Hill,T","Hill,T",BAT,LF,6400000,10.5,3
"3Vermeulen,J","Vermeulen,J",SAL,LF,4800000,10.5,3
"3Grondona,S","Grondona,S",BRI,LF,4000000,10,3
"3Kemeny,J","Kemeny,J",NOR,LF,6000000,10,3
"3Graham,S","Graham,S",NOR,LF,5000000,9,3
"3Pollock,H","Pollock,H",NOR,LF,8200000,8.5,3
"3Taylor,H","Taylor,H",GLO,LF,3000000,8,3
"3Clement,J","Clement,J",GLO,LF,5000000,6.5,3
"3West,C","West,C",SAR,LF,3000000,6.5,3
"3Liebenberg,H","Liebenberg,H",LEI,LF,5500000,6,3
"3Gonzalez,JM","Gonzalez,JM",SAR,LF,8000000,5,3
"3Ivanishvili,L","Ivanishvili,L",BRI,LF,3000000,4.5,3
"3Ludlow,L","Ludlow,L",GLO,LF,4900000,3,3
"3Michelow,N","Michelow,N",SAR,LF,3000000,3,3
"3Manz,J","Manz,J",LEI,LF,3000000,2,3
"3Lockwood,F","Lockwood,F",NEW,LF,3000000,0.5,3
"3Brown,F","Brown,F",NOR,LF,2300000,0,3
"3Curry,TM","Curry,TM",SAL,LF,7500000,0,3
"3Capstick,R","Capstick,R",EXE,LF,3000000,0,3
"3Christie,T","Christie,T",NEW,LF,5000000,0,3
"3du Preez,D","du Preez,D",SAL,LF,4000000,0,3
"3Hooper,T","Hooper,T",EXE,LF,6500000,0,3
"3Chisholm,J","Chisholm,J",HAR,LF,4000000,0,3
"3Lawday,T","Lawday,T",HAR,LF,3000000,0,3
"3Carnduff,F","Carnduff,F",LEI,LF,3000000,0,3
"3Turnbull,C","Turnbull,C",NEW,LF,3000000,0,3
"3Coetzee,J","Coetzee,J",BAT,LF,4000000,0,3
"3Cowan,T","Cowan,T",BAT,LF,3000000,0,3
"3Green,A","Green,A",BAT,LF,3000000,0,3
"3Staddon,E","Staddon,E",BAT,LF,3000000,0,3
"3Timmins,G","Timmins,G",BAT,LF,3000000,0,3
"3Cripps,K","Cripps,K",BRI,LF,3000000,0,3
"3Harvey,E","Harvey,E",BRI,LF,3000000,0,3
"3Moloney,M","Moloney,M",EXE,LF,3000000,0,3
"3Trenholm,W","Trenholm,W",GLO,LF,3000000,0,3
"3Schmid,L","Schmid,L",HAR,LF,3000000,0,3
"3Smith,J","Smith,J",HAR,LF,3000000,0,3
"3Leatherbarrow,O","Leatherbarrow,O",NEW,LF,3000000,0,3
"3Parsons,R","Parsons,R",NEW,LF,3000000,0,3
"3Benson,A","Benson,A",NOR,LF,3000000,0,3
"3Gilmore,J","Gilmore,J",SAL,LF,3000000,0,3
"3Logan,R","Logan,R",SAL,LF,3000000,0,3
"3Eke,M","Eke,M",SAR,LF,3000000,0,3
"3Hammick,R","Hammick,R",SAR,LF,3000000,0,3
"3Knight,T","Knight,T",SAR,LF,3000000,0,3
"3Marmion,K","Marmion,K",BRI,SH,3200000,48.5,3
"3Spencer,B","Spencer,B",BAT,SH,4200000,36,3
"3van Poortvliet,J","van Poortvliet,J",LEI,SH,4400000,32.5,3
"3McParland,A","McParland,A",NOR,SH,2100000,28.5,3
"3van Zyl,I","van Zyl,I",SAR,SH,3700000,27.5,3
"3Porter,W","Porter,W",HAR,SH,3600000,21,3
"3Varney,S","Varney,S",EXE,SH,2400000,20,3
"3Carr-Smith,T","Carr-Smith,T",BAT,SH,2100000,17,3
"3Mitchell,A","Mitchell,A",NOR,SH,4800000,14,3
"3Warr,G","Warr,G",SAL,SH,2300000,11.5,3
"3Bracken,C","Bracken,C",SAR,SH,2000000,9.5,3
"3Williams,T","Williams,T",GLO,SH,4500000,8.5,3
"3Elliott,J","Elliott,J",NEW,SH,2000000,7.5,3
"3Randall,H","Randall,H",BRI,SH,3900000,5.5,3
"3Quirke,R","Quirke,R",SAL,SH,3500000,5.5,3
"3Chapman,C","Chapman,C",EXE,SH,2000000,4,3
"3Benitez Cruz,S","Benitez Cruz,S",NEW,SH,2000000,3,3
"3Lennon,O","Lennon,O",BRI,SH,2000000,3,3
"3Dickens,J","Dickens,J",NEW,SH,2000000,3,3
"3Weimann,J","Weimann,J",NOR,SH,2000000,3,3
"3le Roux,N","le Roux,N",BAT,SH,2000000,2.5,3
"3Townsend,S","Townsend,S",HAR,SH,2000000,2.5,3
"3Whiteley,T","Whiteley,T",LEI,SH,2000000,2,3
"3Green,M","Green,M",HAR,SH,2000000,1,3
"3Pepper,M","Pepper,M",BRI,SH,2000000,0.5,3
"3Englefield,C","Englefield,C",GLO,SH,2000000,0.5,3
"3Hanson,D","Hanson,D",SAL,SH,2000000,0.5,3
"3van der Linde,B","van der Linde,B",BAT,SH,2000000,0,3
"3Stuart,S","Stuart,S",NEW,SH,2000000,0,3
"3Wootton,W","Wootton,W",SAL,SH,2000000,0,3
"3Wolstenholme,S","Wolstenholme,S",BRI,SH,2000000,0,3
"3Becconsall,W","Becconsall,W",EXE,SH,2000000,0,3
"3Cairns,T","Cairns,T",EXE,SH,2000000,0,3
"3Austin,M","Austin,M",GLO,SH,2000000,0,3
"3James,T","James,T",NOR,SH,2000000,0,3
"3Friday,L","Friday,L",HAR,SH,2000000,0,3
"3Murray,J","Murray,J",HAR,SH,2000000,0,3
"3Davis,J","Davis,J",NEW,SH,2000000,0,3
"3Thomas,N","Thomas,N",SAL,SH,2000000,0,3
"3Simpson,G","Simpson,G",SAR,SH,2000000,0,3
"3Belleau,A","Belleau,A",NOR,FH,5100000,67.5,3
"3Ford,G","Ford,G",SAL,FH,9100000,56,3
"3Farrell,O","Farrell,O",SAR,FH,8400000,45,3
"3Searle,B","Searle,B",LEI,FH,3200000,44,3
"3Burke,F","Burke,F",SAR,FH,7500000,40.5,3
"3Skinner,H","Skinner,H",EXE,FH,4000000,40,3
"3Evans,J","Evans,J",HAR,FH,5500000,33,3
"3Smith,M","Smith,M",HAR,FH,9000000,27.5,3
"3Jordan,T","Jordan,T",BRI,FH,5600000,24.5,3
"3Connon,B","Connon,B",NEW,FH,4000000,24.5,3
"3Smith,F","Smith,F",NOR,FH,10000000,23,3
"3Atkinson,C","Atkinson,C",GLO,FH,4100000,20.5,3
"3Bailey,O","Bailey,O",LEI,FH,4200000,18,3
"3Russell,F","Russell,F",BAT,FH,10200000,17,3
"3Byrne,R","Byrne,R",GLO,FH,7000000,15,3
"3Benson,J","Benson,J",HAR,FH,3500000,13.5,3
"3Worsley,S","Worsley,S",BRI,FH,3100000,13,3
"3Chamberlain,B","Chamberlain,B",NEW,FH,3200000,7,3
"3MacGinty,AJ","MacGinty,AJ",BRI,FH,7800000,6.5,3
"3O'Connor,J","O'Connor,J",LEI,FH,6000000,5,3
"3Coen,B","Coen,B",EXE,FH,3000000,0,3
"3Slevin,C","Slevin,C",HAR,FH,3100000,0,3
"3Curtis,T","Curtis,T",SAL,FH,3000000,0,3
"3Donoghue,C","Donoghue,C",BAT,FH,5000000,0,3
"3Haydon-Wood,W","Haydon-Wood,W",EXE,FH,3000000,0,3
"3Barton,G","Barton,G",GLO,FH,4000000,0,3
"3Titcombe,C","Titcombe,C",LEI,FH,3000000,0,3
"3Newton,J","Newton,J",NEW,FH,3000000,0,3
"3Davies,O","Davies,O",SAL,FH,3000000,0,3
"3Johnson,L","Johnson,L",SAR,FH,3000000,0,3
"3Tompkins,N","Tompkins,N",SAR,MID,5000000,47,3
"3Slade,H","Slade,H",EXE,MID,6500000,44.5,3
"3Lawrence,O","Lawrence,O",BAT,MID,7600000,42,3
"3Litchfield,T","Litchfield,T",NOR,MID,3100000,39,3
"3Joseph,W","Joseph,W",GLO,MID,4500000,38.5,3
"3Hutchinson,R","Hutchinson,R",NOR,MID,4300000,31.5,3
"3Atkinson,S","Atkinson,S",GLO,MID,4700000,30.5,3
"3Janse van Rensburg,B","Janse van Rensburg,B",BRI,MID,5700000,29.5,3
"3Ravouvou,K","Ravouvou,K",BRI,MID,7200000,29.5,3
"3Wand,W","Wand,W",LEI,MID,2200000,26.5,3
"3Jackson-Richards,B","Jackson-Richards,B",SAR,MID,2000000,22,3
"3Ojomoh,M","Ojomoh,M",BAT,MID,5700000,18.5,3
"3du Preez,R","du Preez,R",SAL,MID,6000000,18.5,3
"3Beard,O","Beard,O",HAR,MID,5000000,16.5,3
"3Redpath,C","Redpath,C",BAT,MID,4900000,16.5,3
"3Kata,S","Kata,S",LEI,MID,5100000,16,3
"3Cinti,L","Cinti,L",SAR,MID,3200000,14,3
"3Dingwall,F","Dingwall,F",NOR,MID,5100000,11.5,3
"3Jenkins,J","Jenkins,J",BRI,MID,2000000,10,3
"3Maasi-White,R","Maasi-White,R",SAL,MID,2800000,9,3
"3Kerr,S","Kerr,S",HAR,MID,2000000,8.5,3
"3Harris,C","Harris,C",BAT,MID,4000000,8.5,3
"3Louw,M","Louw,M",SAL,MID,3100000,8,3
"3Doherty,C","Doherty,C",NEW,MID,3000000,8,3
"3Spencer,O","Spencer,O",NEW,MID,2000000,6.5,3
"3Lilley,N","Lilley,N",EXE,MID,3000000,6,3
"3Bedlow,S","Bedlow,S",SAL,MID,2100000,5.5,3
"3Hutchison,C","Hutchison,C",SAR,MID,2000000,5,3
"3Woodward,J","Woodward,J",LEI,MID,2800000,4,3
"3Arnold,Sa","Arnold,Sa",NEW,MID,2100000,3,3
"3Butt,W","Butt,W",BAT,MID,3000000,3,3
"3Llewellyn,M","Llewellyn,M",GLO,MID,4800000,2.5,3
"3Edwards-Giraud,J","Edwards-Giraud,J",GLO,MID,2000000,2.5,3
"3Thame,T","Thame,T",NOR,MID,2000000,2.5,3
"3Wimbush,Z","Wimbush,Z",EXE,MID,2000000,0,3
"3Ikitau,L","Ikitau,L",EXE,MID,4000000,0,3
"3Rigg,W","Rigg,W",EXE,MID,2000000,0,3
"3Northmore,L","Northmore,L",HAR,MID,4500000,0,3
"3Lozowski,A","Lozowski,A",SAR,MID,4000000,0,3
"3Ascherl,H","Ascherl,H",BRI,MID,2000000,0,3
"3Baker,T","Baker,T",BRI,MID,2000000,0,3
"3Tua,T","Tua,T",EXE,MID,2000000,0,3
"3Butler,W","Butler,W",GLO,MID,2000000,0,3
"3Waghorn,B","Waghorn,B",HAR,MID,3500000,0,3
"3Perese,I","Perese,I",LEI,MID,4000000,0,3
"3Beeckmans,R","Beeckmans,R",NEW,MID,2000000,0,3
"3Bedlow,J","Bedlow,J",SAL,MID,2000000,0,3
"3James,L","James,L",SAL,MID,2000000,0,3
"3Hall,A","Hall,A",SAR,MID,2000000,0,3
"3Wilson,O","Wilson,O",SAR,MID,2000000,0,3
"3Hennessey,L","Hennessey,L",BAT,MID,2000000,0,3
"3Parry,W","Parry,W",BAT,MID,2000000,0,3
"3Campbell Wu,I","Campbell Wu,I",BRI,MID,2000000,0,3
"3Power,D","Power,D",BRI,MID,2000000,0,3
"3Rowson,H","Rowson,H",BRI,MID,2000000,0,3
"3Williams,J","Williams,J",BRI,MID,3000000,0,3
"3Bradley,B","Bradley,B",HAR,MID,2000000,0,3
"3Hyde,H","Hyde,H",HAR,MID,2000000,0,3
"3Lumley,H","Lumley,H",NOR,MID,2000000,0,3
"3Hartley,O","Hartley,O",SAR,MID,3500000,0,3
"3Spink,S","Spink,S",SAR,MID,3500000,0,3
"3Kolade,L","Kolade,L",HAR,MID,2000000,-0.5,3
"3Clark,M","Clark,M",NEW,MID,2000000,-1.5,3
"3Feyi-Waboso,I","Feyi-Waboso,I",EXE,OBK,10500000,79.5,3
"3Todaro,E","Todaro,E",NOR,OBK,4400000,70.5,3
"3Roebuck,T","Roebuck,T",SAL,OBK,8000000,65.5,3
"3Arundell,H","Arundell,H",BAT,OBK,8100000,60.5,3
"3Green,T","Green,T",HAR,OBK,8200000,52.5,3
"3Radwan,A","Radwan,A",LEI,OBK,7900000,46.5,3
"3Carpenter,J","Carpenter,J",SAL,OBK,7300000,46.5,3
"3Brown-Bampoe,P","Brown-Bampoe,P",EXE,OBK,6700000,45,3
"3Hassell-Collins,O","Hassell-Collins,O",LEI,OBK,7100000,39.5,3
"3Bracken,J","Bracken,J",SAR,OBK,4200000,38,3
"3Loader,B","Loader,B",GLO,OBK,4200000,37,3
"3Malins,M","Malins,M",SAR,OBK,8500000,35,3
"3de Glanville,T","de Glanville,T",BAT,OBK,5600000,34.5,3
"3Rees-Zammit,L","Rees-Zammit,L",BRI,OBK,9700000,31.5,3
"3Hendy,G","Hendy,G",NOR,OBK,7100000,30.5,3
"3Cokanasiga,J","Cokanasiga,J",BAT,OBK,6100000,29.5,3
"3Carrington,J","Carrington,J",BRI,OBK,4100000,29,3
"3Segun,R","Segun,R",SAR,OBK,5800000,29,3
"3Steward,F","Steward,F",LEI,OBK,8000000,27.5,3
"3Hearle,A","Hearle,A",NEW,OBK,4100000,27.5,3
"3Reed,A","Reed,A",SAL,OBK,7000000,27,3
"3Thorley,O","Thorley,O",GLO,OBK,6500000,22.5,3
"3O'Flaherty,T","O'Flaherty,T",SAL,OBK,5400000,22,3
"3Hammersley,B","Hammersley,B",EXE,OBK,4000000,21.5,3
"3Murley,C","Murley,C",HAR,OBK,8000000,21,3
"3Ibitoye,G","Ibitoye,G",BRI,OBK,8800000,17.5,3
"3Obatoyinbo,E","Obatoyinbo,E",NEW,OBK,4000000,17,3
"3David,N","David,N",HAR,OBK,5400000,16,3
"3Caluori,N","Caluori,N",SAR,OBK,4100000,15.5,3
"3John,D","John,D",EXE,OBK,4000000,14,3
"3Cleaves,C","Cleaves,C",HAR,OBK,5000000,12.5,3
"3Freeman,T","Freeman,T",NOR,OBK,10100000,12,3
"3Grayson,E","Grayson,E",NEW,OBK,4000000,9.5,3
"3Elizalde,B","Elizalde,B",BRI,OBK,4000000,8.5,3
"3Ramm,J","Ramm,J",NOR,OBK,3800000,8,3
"3Bates,J","Bates,J",BRI,OBK,4000000,6.5,3
"3Boshoff,A","Boshoff,A",BRI,OBK,4000000,6.5,3
"3Carreras,S","Carreras,S",BAT,OBK,9500000,4.5,3
"3Isgro,R","Isgro,R",HAR,OBK,6000000,4,3
"3Hodge,J","Hodge,J",EXE,OBK,6900000,3.5,3
"3Williams,L","Williams,L",NEW,OBK,5500000,2,3
"3Martin,J","Martin,J",NOR,OBK,4000000,2,3
"3Anderson,C","Anderson,C",HAR,OBK,4000000,1.5,3
"3Offiah,T","Offiah,T",BAT,OBK,3000000,0,3
"3Woods,Ja","Woods,Ja",BAT,OBK,3000000,0,3
"3Daly,E","Daly,E",SAR,OBK,6600000,0,3
"3Emens,A","Emens,A",BAT,OBK,3000000,0,3
"3Woodburn,O","Woodburn,O",EXE,OBK,4100000,0,3
"3Wyatt,T","Wyatt,T",EXE,OBK,4000000,0,3
"3Furbank,G","Furbank,G",NOR,OBK,7500000,0,3
"3Harris,S","Harris,S",BAT,OBK,3000000,0,3
"3Wade,C","Wade,C",NEW,OBK,6000000,0,3
"3Sleightholme,O","Sleightholme,O",NOR,OBK,7500000,0,3
"3Muir,W","Muir,W",BAT,OBK,8500000,0,3
"3Lane,R","Lane,R",BRI,OBK,5000000,0,3
"3Hathaway,J","Hathaway,J",GLO,OBK,6000000,0,3
"3Redshaw,B","Redshaw,B",GLO,OBK,4000000,0,3
"3Russell,R","Russell,R",GLO,OBK,4000000,0,3
"3Browning,J","Browning,J",LEI,OBK,4000000,0,3
"3Hamer-Webb,G","Hamer-Webb,G",LEI,OBK,4000000,0,3
"3Coetzee,St","Coetzee,St",NEW,OBK,4000000,0,3
"3Greenwood,N","Greenwood,N",NEW,OBK,4000000,0,3
"3Wills,A","Wills,A",SAL,OBK,4000000,0,3
"3Elliott,T","Elliott,T",SAR,OBK,5500000,0,3
"3Hamid,S","Hamid,S",BRI,OBK,4000000,0,3
"3Heward,N","Heward,N",BRI,OBK,4000000,0,3
"3Cotgreave,J","Cotgreave,J",GLO,OBK,4000000,0,3
"3Morris,J","Morris,J",GLO,OBK,4000000,0,3
"3Grayson,Jo","Grayson,Jo",NEW,OBK,4000000,0,3
"3Caqusau,A","Caqusau,A",NOR,OBK,4000000,0,3
"3Glister,W","Glister,W",NOR,OBK,4000000,0,3
"3Pater,J","Pater,J",NOR,OBK,4000000,0,3
"3Ene,O","Ene,O",SAL,OBK,4000000,0,3
"4Carre,R","Carre,R",SAR,PR,2200000,38,4
"4Rodd,B","Rodd,B",SAL,PR,3000000,37,4
"4Obano,B","Obano,B",BAT,PR,3800000,36,4
"4Kloska,G","Kloska,G",BRI,PR,1200000,32,4
"4Woolmore,J","Woolmore,J",BRI,PR,1100000,32,4
"4Baxter,F","Baxter,F",HAR,PR,3400000,31.5,4
"4Riccioni,M","Riccioni,M",SAR,PR,2300000,30,4
"4Iyogun,E","Iyogun,E",NOR,PR,2000000,27,4
"4Chawatama,L","Chawatama,L",BRI,PR,1000000,27,4
"4Fischetti,D","Fischetti,D",NOR,PR,2500000,26,4
"4Mawi,E","Mawi,E",SAR,PR,1000000,25.5,4
"4Davison,T","Davison,T",NOR,PR,2400000,23.5,4
"4Opoku-Fordjour,A","Opoku-Fordjour,A",SAL,PR,3300000,21.5,4
"4Smith,N","Smith,N",LEI,PR,2600000,21.5,4
"4Williams,H","Williams,H",HAR,PR,2000000,21.5,4
"4Fasogbon,A","Fasogbon,A",GLO,PR,2100000,21,4
"4McIntyre,S","McIntyre,S",SAL,PR,1000000,20,4
"4Heyes,J","Heyes,J",LEI,PR,2300000,19.5,4
"4Clarey,A","Clarey,A",SAR,PR,1000000,18.5,4
"4Goodrick-Clarke,W","Goodrick-Clarke,W",EXE,PR,1000000,18,4
"4Grahamslaw,S","Grahamslaw,S",BRI,PR,1000000,18,4
"4van Wyk,F","van Wyk,F",BAT,PR,2000000,17.5,4
"4Hurd,W","Hurd,W",LEI,PR,1000000,16.5,4
"4McArthur,A","McArthur,A",GLO,PR,2000000,15.5,4
"4Millar-Mills,E","Millar-Mills,E",NOR,PR,1000000,14.5,4
"4Sela,V","Sela,V",BAT,PR,1000000,14,4
"4Griffin,A","Griffin,A",BAT,PR,1000000,13.5,4
"4Green,L","Green,L",NOR,PR,1000000,13.5,4
"4Tchumbadze,B","Tchumbadze,B",EXE,PR,1000000,13,4
"4Delgado,P","Delgado,P",HAR,PR,2000000,13,4
"4Knight,C","Knight,C",GLO,PR,1000000,12.5,4
"4Iosefa-Scott,J","Iosefa-Scott,J",EXE,PR,1000000,12,4
"4McCallum,M","McCallum,M",NEW,PR,1000000,11.5,4
"4Wenger,B","Wenger,B",HAR,PR,2000000,11.5,4
"4Burger,E","Burger,E",EXE,PR,1000000,11,4
"4Stuart,W","Stuart,W",BAT,PR,3500000,10.5,4
"4Palframan,R","Palframan,R",NEW,PR,1000000,10.5,4
"4Genge,E","Genge,E",BRI,PR,4200000,9.5,4
"4Blose,K","Blose,K",EXE,PR,1000000,9,4
"4Harper,J","Harper,J",SAL,PR,1000000,7,4
"4Gotovtsev,K","Gotovtsev,K",GLO,PR,1000000,6.5,4
"4Kundiona,C","Kundiona,C",NOR,PR,1000000,6.5,4
"4Street,M","Street,M",SAR,PR,1000000,6.5,4
"4John,W","John,W",SAL,PR,1000000,6,4
"4Brocklebank,A","Brocklebank,A",NEW,PR,1000000,5.5,4
"4Els,J","Els,J",HAR,PR,1000000,5.5,4
"4du Toit,T","du Toit,T",BAT,PR,4100000,5,4
"4de Bruin,L","de Bruin,L",NEW,PR,1000000,5,4
"4van der Flier,A","van der Flier,A",LEI,PR,1000000,5,4
"4Streeter,O","Streeter,O",HAR,PR,1000000,4,4
"4Laulala,N","Laulala,N",GLO,PR,2000000,2.5,4
"4Haffar,T","Haffar,T",LEI,PR,1000000,2,4
"4Bellamy,H","Bellamy,H",GLO,PR,1000000,2,4
"4Lamositele,T","Lamositele,T",HAR,PR,2000000,2,4
"4Kerrod,S","Kerrod,S",HAR,PR,1000000,2,4
"4Rewcastle,M","Rewcastle,M",NEW,PR,1000000,1.5,4
"4Loman,A","Loman,A",LEI,PR,1000000,1,4
"4Lahiff,M","Lahiff,M",BRI,PR,2000000,0,4
"4Sio,S","Sio,S",EXE,PR,2000000,0,4
"4Rapava-Ruskin,V","Rapava-Ruskin,V",GLO,PR,2500000,0,4
"4Bello,E","Bello,E",NEW,PR,1000000,0,4
"4Ford-Robinson,J","Ford-Robinson,J",GLO,PR,2000000,0,4
"4Beaton,H","Beaton,H",SAR,PR,1000000,0,4
"4Kirk,S","Kirk,S",BAT,PR,1000000,0,4
"4Summerfield,M","Summerfield,M",BAT,PR,1000000,0,4
"4Halliwell,J","Halliwell,J",BRI,PR,1000000,0,4
"4Longwell,S","Longwell,S",BRI,PR,1000000,0,4
"4Mona,K","Mona,K",EXE,PR,1000000,0,4
"4Painter,E","Painter,E",EXE,PR,1000000,0,4
